Order_ID,Distance_km,Weather,Traffic_Level,Time_of_Day,Vehicle_Type,Preparation_Time_min,Courier_Experience_yrs,Delivery_Time_min,Is_RushHour,Delivery_Class
6234,11.74,Foggy,Medium,Afternoon,Bike,16,5.0,57.2,0,1
218,15.06,Rainy,Low,Morning,Bike,22,4.0,65.0,1,1
6317,11.97,Windy,Low,Afternoon,Car,25,4.0,55.2,0,1
10378,17.85,Snowy,Low,Morning,Bike,18,23.0,73.5,1,2
9719,14.65,Foggy,Medium,Morning,Scooter,15,10.0,56.3,1,1
2970,1.53,Clear,Low,Morning,Bike,16,0.0,31.7,1,0
8330,13.56,Clear,Medium,Evening,Bike,17,9.0,54.8,1,1
6857,8.62,Clear,Low,Afternoon,Bike,22,4.0,43.3,0,1
6698,10.77,Clear,High,Night,Scooter,13,5.0,50.3,0,1
6870,9.39,Rainy,Medium,Morning,Bike,14,5.0,53.7,1,1
9996,13.18,Clear,Medium,Afternoon,Scooter,12,8.0,40.8,0,1
5582,4.4,Foggy,Medium,Morning,Bike,17,2.0,53.9,1,1
949,17.54,Clear,Unknown,Morning,Car,16,8.0,54.0,1,1
9333,13.02,Clear,Medium,Evening,Bike,15,10.0,48.8,1,1
11565,19.95,Rainy,Medium,Morning,Bike,11,28.0,70.9,1,2
11154,17.7,Windy,Low,Morning,Car,20,22.0,64.6,1,1
7862,9.87,Clear,High,Afternoon,Bike,25,5.0,64.3,0,1
5719,6.01,Windy,Low,Morning,Car,9,1.0,28.8,1,0
6627,8.65,Snowy,Low,Evening,Car,10,6.0,43.1,1,1
38,2.4,Snowy,Low,Night,Scooter,27,5.0,42.0,0,1
8320,14.89,Rainy,Medium,Morning,Bike,19,9.0,71.3,1,2
11017,19.4,Rainy,Low,Afternoon,Bike,24,10.0,69.2,0,1
5928,5.54,Snowy,Medium,Afternoon,Scooter,9,2.0,38.5,0,0
10603,16.35,Clear,Medium,Evening,Bike,23,26.0,66.4,1,1
3100,2.77,Clear,Low,Afternoon,Scooter,19,0.0,26.3,0,0
8550,15.03,Clear,Low,Afternoon,Scooter,7,7.0,37.1,0,0
10011,18.47,Windy,Low,Morning,Car,10,17.0,48.9,1,1
11197,16.99,Rainy,Medium,Evening,Scooter,20,28.0,68.7,1,1
948,18.05,Clear,Medium,Evening,Scooter,10,7.0,89.0,1,2
4482,6.06,Clear,Low,Evening,Scooter,18,2.0,40.2,1,1
2446,0.1,Foggy,Medium,Evening,Car,18,1.0,32.4,1,0
9817,12.19,Rainy,Low,Evening,Bike,12,9.0,50.9,1,1
173,10.49,Rainy,Low,Morning,Bike,28,9.0,66.0,1,1
5896,4.99,Rainy,Low,Evening,Scooter,19,3.0,48.2,1,1
5827,6.23,Clear,Medium,Afternoon,Scooter,17,1.0,41.2,0,1
839,11.82,Windy,Medium,Night,Bike,24,7.0,77.0,0,2
2557,1.71,Clear,Medium,Morning,Bike,32,0.0,54.8,1,1
4507,7.09,Windy,Low,Evening,Car,21,3.0,46.7,1,1
11945,19.41,Clear,Medium,Afternoon,Bike,13,22.0,58.4,0,1
9391,12.71,Clear,Low,Afternoon,Scooter,16,7.0,40.9,0,1
747,7.99,Clear,Medium,Evening,Bike,18,4.0,42.0,1,1
612,16.09,Rainy,Low,Morning,Bike,21,8.0,66.0,1,1
6170,8.29,Clear,Low,Evening,Scooter,14,6.0,30.9,1,0
2999,3.35,Windy,Low,Afternoon,Scooter,18,1.0,28.3,0,0
7152,10.2,Clear,High,Morning,Bike,12,6.0,51.6,1,1
5950,4.59,Clear,Low,Evening,Car,11,3.0,24.5,1,0
4707,6.15,Snowy,Medium,Evening,Bike,24,3.0,58.7,1,1
10854,20.0,Rainy,Low,Afternoon,Bike,18,25.0,66.4,0,1
7871,8.55,Rainy,Medium,Night,Car,13,3.0,46.9,0,1
11283,16.5,Clear,Low,Evening,Bike,13,13.0,56.7,1,1
9558,12.26,Clear,High,Morning,Scooter,7,9.0,48.7,1,1
6085,8.28,Rainy,Low,Evening,Bike,14,3.0,48.9,1,1
6837,8.09,Clear,Low,Morning,Scooter,10,6.0,28.6,1,0
8208,13.6,Clear,Medium,Afternoon,Bike,9,10.0,44.6,0,1
7061,9.34,Clear,Medium,Afternoon,Scooter,17,3.0,43.7,0,1
10490,17.58,Foggy,Medium,Afternoon,Scooter,28,30.0,73.5,0,2
7823,10.07,Foggy,Low,Evening,Scooter,17,6.0,44.3,1,1
6477,8.34,Rainy,Low,Evening,Scooter,17,4.0,47.2,1,1
6836,9.64,Snowy,Medium,Afternoon,Scooter,12,6.0,49.9,0,1
4449,4.21,Rainy,High,Morning,Scooter,11,1.0,47.5,1,1
490,17.86,Clear,Low,Afternoon,Scooter,16,8.0,83.0,0,2
6458,10.85,Rainy,Medium,Afternoon,Bike,14,6.0,53.6,0,1
7342,9.73,Clear,High,Morning,Bike,13,6.0,52.6,1,1
219,13.17,Rainy,High,Evening,Scooter,17,8.0,69.0,1,1
4017,7.48,Clear,High,Morning,Bike,14,2.0,47.4,1,1
11920,16.44,Snowy,High,Evening,Scooter,8,11.0,65.5,1,1
5945,6.88,Clear,Medium,Evening,Scooter,15,1.0,42.1,1,1
7696,11.24,Clear,Low,Morning,Car,8,6.0,36.7,1,0
2427,3.94,Clear,Medium,Afternoon,Car,23,1.0,38.5,0,0
8231,14.03,Windy,Medium,Morning,Car,18,8.0,58.7,1,1
10735,19.12,Foggy,High,Afternoon,Bike,10,17.0,70.6,0,2
3267,3.16,Clear,Low,Afternoon,Bike,24,1.0,43.0,0,1
6262,10.44,Snowy,Low,Afternoon,Car,14,6.0,47.6,0,1
3014,2.5,Windy,Medium,Morning,Bike,23,1.0,47.4,1,1
8507,14.35,Windy,Medium,Afternoon,Bike,27,10.0,71.3,0,2
11651,18.79,Snowy,Low,Evening,Scooter,23,20.0,72.6,1,2
10353,19.12,Snowy,Low,Evening,Car,9,23.0,60.2,1,1
8852,15.56,Clear,Low,Morning,Scooter,10,6.0,41.7,1,1
9355,12.68,Rainy,Low,Afternoon,Scooter,10,7.0,46.2,0,1
7469,8.24,Rainy,Medium,Morning,Bike,8,3.0,46.8,1,1
10410,19.02,Rainy,Low,Afternoon,Scooter,11,29.0,56.6,0,1
3743,0.39,Clear,High,Morning,Bike,24,1.0,41.2,1,1
348,1.38,Clear,Low,Morning,Scooter,13,9.0,17.0,1,0
6687,8.89,Clear,Medium,Afternoon,Bike,11,5.0,39.5,0,0
8387,13.26,Clear,Medium,Afternoon,Bike,16,10.0,50.3,0,1
5251,5.55,Windy,Low,Morning,Scooter,18,2.0,44.6,1,1
5128,7.02,Clear,Low,Evening,Bike,14,2.0,37.2,1,0
5777,5.93,Foggy,Low,Morning,Bike,13,3.0,38.4,1,0
6311,10.65,Rainy,Medium,Afternoon,Scooter,23,5.0,54.5,0,1
845,3.4,Windy,Medium,Morning,Bike,11,6.0,30.0,1,0
9714,12.46,Clear,Low,Afternoon,Scooter,20,6.0,48.3,0,1
7856,10.31,Snowy,High,Morning,Bike,15,4.0,65.1,1,1
3178,0.6,Clear,Low,Afternoon,Car,17,1.0,16.6,0,0
9890,14.25,Rainy,Medium,Evening,Scooter,27,6.0,70.3,1,2
6499,8.58,Snowy,Low,Evening,Bike,16,5.0,44.8,1,1
5733,5.18,Rainy,Low,Afternoon,Bike,26,2.0,56.7,0,1
10584,17.7,Clear,High,Evening,Car,14,27.0,61.1,1,1
11716,16.42,Rainy,Medium,Evening,Car,23,18.0,70.7,1,2
4421,6.85,Clear,Medium,Evening,Bike,9,3.0,42.7,1,1
3999,2.83,Snowy,High,Evening,Bike,34,1.0,69.5,1,1
3774,3.45,Snowy,Low,Morning,Scooter,17,1.0,45.0,1,1
5379,7.6,Clear,Low,Morning,Bike,19,3.0,43.2,1,1
10163,18.82,Clear,High,Night,Bike,15,23.0,72.2,0,2
11740,18.63,Rainy,Medium,Evening,Scooter,8,17.0,64.3,1,1
4080,7.05,Clear,Medium,Afternoon,Car,22,2.0,41.3,0,1
9141,15.79,Clear,High,Afternoon,Bike,8,9.0,50.9,0,1
8992,15.63,Clear,Medium,Evening,Car,15,8.0,55.8,1,1
3250,2.15,Windy,Low,Afternoon,Bike,31,1.0,45.3,0,1
4586,7.95,Clear,Medium,Evening,Bike,28,3.0,62.4,1,1
5802,5.31,Clear,Low,Morning,Bike,34,3.0,54.7,1,1
7684,9.72,Rainy,High,Evening,Bike,20,6.0,67.3,1,1
10187,16.95,Clear,Medium,Evening,Car,17,18.0,61.7,1,1
8581,12.5,Snowy,Low,Night,Bike,18,10.0,50.0,0,1
11675,19.38,Clear,Low,Afternoon,Car,15,20.0,49.4,0,1
908,7.17,Clear,Low,Afternoon,Bike,15,7.0,32.0,0,0
5958,6.52,Windy,Medium,Evening,Car,15,2.0,45.9,1,1
11394,19.06,Clear,Low,Evening,Bike,13,29.0,55.6,1,1
2041,0.24,Clear,Medium,Afternoon,Scooter,17,0.0,24.3,0,0
5225,4.84,Clear,Low,Morning,Scooter,27,1.0,46.5,1,1
8499,14.11,Clear,High,Afternoon,Bike,17,9.0,56.8,0,1
5422,4.35,Clear,Low,Morning,Bike,13,3.0,33.3,1,0
9718,14.98,Snowy,Low,Afternoon,Scooter,10,9.0,46.1,0,1
2754,2.83,Clear,Medium,Afternoon,Bike,10,1.0,27.0,0,0
4013,6.26,Clear,High,Afternoon,Bike,20,3.0,45.8,0,1
6675,11.74,Rainy,High,Morning,Bike,6,4.0,60.0,1,1
154,10.04,Rainy,High,Afternoon,Bike,12,9.0,59.0,0,1
3160,0.11,Foggy,Medium,Morning,Bike,26,1.0,47.9,1,1
4534,4.71,Clear,Low,Morning,Bike,13,3.0,29.3,1,0
6307,10.33,Rainy,Medium,Morning,Bike,20,4.0,61.9,1,1
2792,1.74,Clear,High,Evening,Bike,7,0.0,33.1,1,0
4497,4.32,Rainy,Low,Evening,Scooter,10,3.0,36.2,1,0
3626,1.46,Foggy,Medium,Evening,Scooter,16,0.0,30.3,1,0
565,7.34,Foggy,Medium,Afternoon,Bike,22,5.0,89.0,0,2
6082,8.3,Clear,Medium,Afternoon,Car,11,6.0,32.6,0,0
8558,13.78,Clear,Low,Afternoon,Scooter,14,8.0,43.1,0,1
8845,13.87,Rainy,High,Evening,Scooter,15,10.0,60.3,1,1
10502,16.53,Foggy,Low,Afternoon,Car,17,13.0,51.5,0,1
9601,14.26,Windy,Low,Morning,Bike,21,7.0,57.7,1,1
2194,2.68,Snowy,Low,Evening,Car,12,0.0,33.9,1,0
887,13.23,Clear,Medium,Night,Bike,20,8.0,70.0,0,1
10321,19.89,Clear,High,Afternoon,Car,34,16.0,87.4,0,2
3441,0.73,Clear,Medium,Morning,Scooter,18,0.0,30.7,1,0
9075,13.47,Foggy,Low,Afternoon,Scooter,21,6.0,53.6,0,1
11319,17.62,Foggy,Low,Afternoon,Scooter,24,10.0,58.6,0,1
6793,11.43,Clear,High,Night,Car,13,4.0,52.5,0,1
7716,10.53,Clear,Medium,Morning,Bike,13,4.0,53.5,1,1
961,2.11,Clear,Low,Afternoon,Scooter,28,5.0,34.0,0,0
5285,7.82,Clear,High,Morning,Car,14,2.0,55.2,1,1
5743,5.92,Snowy,Low,Evening,Bike,20,3.0,53.5,1,1
7847,11.3,Windy,Medium,Morning,Bike,16,3.0,59.9,1,1
10438,17.13,Foggy,High,Morning,Car,17,26.0,72.0,1,2
4645,7.5,Clear,Low,Evening,Bike,10,3.0,38.6,1,0
5182,4.17,Clear,High,Morning,Bike,13,2.0,48.6,1,1
11667,18.73,Windy,High,Afternoon,Scooter,21,23.0,74.4,0,2
724,14.95,Clear,Medium,Morning,Bike,13,7.0,49.0,1,1
7577,9.46,Windy,High,Afternoon,Bike,18,4.0,54.8,0,1
4471,4.09,Clear,Low,Morning,Car,11,1.0,24.6,1,0
4015,7.91,Clear,Medium,Morning,Bike,28,2.0,65.0,1,1
7386,10.33,Foggy,Low,Evening,Bike,16,3.0,56.9,1,1
5540,7.14,Clear,High,Afternoon,Bike,18,3.0,51.0,0,1
2635,3.71,Clear,Low,Morning,Bike,13,1.0,35.8,1,0
5832,5.36,Rainy,Medium,Evening,Bike,17,2.0,49.7,1,1
8217,12.96,Rainy,Low,Evening,Scooter,15,9.0,49.5,1,1
11018,18.65,Clear,Medium,Night,Bike,21,22.0,70.3,0,2
10379,16.01,Clear,High,Evening,Bike,22,12.0,72.2,1,2
2294,2.62,Clear,Medium,Morning,Bike,16,1.0,41.8,1,1
7094,10.91,Clear,Low,Morning,Scooter,29,3.0,52.5,1,1
4020,5.76,Clear,Medium,Evening,Car,34,1.0,55.3,1,1
5521,7.81,Rainy,Low,Evening,Bike,9,1.0,40.5,1,1
738,16.42,Clear,Medium,Evening,Bike,20,2.0,84.0,1,2
6280,10.19,Foggy,Low,Morning,Scooter,24,3.0,54.8,1,1
6604,11.96,Rainy,High,Evening,Bike,9,3.0,68.3,1,1
5741,7.95,Clear,Low,Afternoon,Bike,14,2.0,35.0,0,0
10963,18.61,Foggy,Low,Afternoon,Scooter,27,29.0,65.0,0,1
10765,18.19,Clear,Low,Morning,Bike,13,11.0,62.8,1,1
10333,16.55,Clear,Medium,Night,Scooter,6,30.0,44.9,0,1
10648,19.42,Clear,High,Evening,Bike,12,29.0,67.9,1,1
3966,2.45,Clear,Medium,Morning,Bike,21,1.0,43.0,1,1
8668,15.38,Clear,Low,Afternoon,Bike,25,7.0,60.6,0,1
3191,0.22,Clear,Low,Night,Scooter,29,1.0,24.6,0,0
941,5.84,Clear,Unknown,Evening,Bike,21,7.0,35.0,1,0
4980,6.89,Snowy,High,Morning,Bike,26,1.0,75.8,1,2
11879,19.66,Clear,Medium,Evening,Car,13,23.0,62.0,1,1
3535,3.22,Clear,Medium,Evening,Bike,27,1.0,48.4,1,1
2788,0.9,Clear,Medium,Evening,Car,29,0.0,39.8,1,0
5697,6.71,Clear,Medium,Evening,Bike,30,1.0,60.0,1,1
4462,7.39,Rainy,Medium,Afternoon,Car,22,1.0,47.3,0,1
9298,14.32,Clear,Medium,Morning,Scooter,19,6.0,56.8,1,1
8177,14.16,Foggy,Low,Afternoon,Bike,24,6.0,65.5,0,1
508,16.54,Rainy,Medium,Afternoon,Bike,25,7.0,77.0,0,2
10033,16.09,Rainy,Medium,Evening,Scooter,16,25.0,60.0,1,1
10971,17.16,Snowy,Low,Afternoon,Scooter,11,10.0,53.9,0,1
5314,6.38,Rainy,Low,Evening,Bike,21,3.0,49.8,1,1
128,17.28,Clear,Low,Morning,Car,28,3.0,72.0,1,2
4402,7.78,Foggy,Low,Evening,Scooter,27,2.0,58.3,1,1
3896,3.59,Clear,Medium,Afternoon,Bike,19,0.0,41.3,0,1
8806,15.89,Foggy,High,Morning,Bike,22,6.0,81.9,1,2
11551,19.03,Windy,Low,Afternoon,Car,12,18.0,50.7,0,1
2538,2.26,Clear,Low,Evening,Bike,16,0.0,27.8,1,0
11690,18.99,Clear,Low,Afternoon,Scooter,29,19.0,69.2,0,1
10569,18.88,Rainy,High,Morning,Bike,25,25.0,89.0,1,2
2412,0.81,Rainy,Medium,Morning,Bike,16,0.0,41.9,1,1
3704,1.2,Rainy,Low,Evening,Bike,25,0.0,44.2,1,1
10553,17.23,Foggy,Medium,Afternoon,Bike,16,15.0,70.5,0,2
7480,8.68,Windy,Medium,Evening,Bike,12,3.0,49.2,1,1
8128,15.96,Clear,Medium,Morning,Scooter,18,9.0,57.3,1,1
2229,2.15,Rainy,Medium,Morning,Bike,13,1.0,42.1,1,1
11852,18.42,Foggy,High,Morning,Bike,19,25.0,85.2,1,2
10766,16.45,Clear,Low,Morning,Bike,22,16.0,61.8,1,1
3879,0.5,Rainy,Medium,Afternoon,Scooter,22,1.0,32.6,0,0
8989,13.06,Clear,Low,Afternoon,Car,22,9.0,44.7,0,1
4938,4.57,Clear,Medium,Morning,Bike,15,2.0,39.4,1,0
4300,6.62,Foggy,Medium,Evening,Bike,10,3.0,52.1,1,1
5286,6.7,Rainy,Low,Morning,Bike,25,1.0,58.1,1,1
6849,11.25,Clear,Medium,Night,Bike,17,5.0,47.8,0,1
6844,9.25,Clear,Low,Evening,Bike,16,3.0,40.8,1,1
11513,17.98,Clear,Low,Morning,Car,19,30.0,51.7,1,1
11696,18.72,Clear,Medium,Evening,Bike,34,18.0,89.0,1,2
2028,1.05,Clear,Medium,Morning,Scooter,30,0.0,47.0,1,1
8923,13.63,Clear,High,Morning,Bike,13,8.0,61.3,1,1
8995,12.4,Foggy,Medium,Morning,Bike,19,9.0,63.6,1,1
9011,14.04,Clear,Medium,Evening,Bike,29,10.0,74.8,1,2
2836,3.19,Rainy,Medium,Afternoon,Scooter,12,0.0,31.5,0,0
7532,9.87,Snowy,High,Morning,Bike,17,6.0,64.0,1,1
5255,6.76,Clear,Low,Morning,Bike,14,2.0,34.2,1,0
10070,17.25,Windy,Medium,Night,Car,10,24.0,49.8,0,1
6932,9.72,Rainy,Medium,Evening,Scooter,13,5.0,54.3,1,1
10926,19.72,Clear,Medium,Evening,Scooter,13,30.0,61.7,1,1
7870,10.69,Clear,High,Evening,Bike,18,4.0,57.7,1,1
8793,15.06,Foggy,Low,Evening,Car,15,10.0,54.3,1,1
2863,3.52,Foggy,Medium,Morning,Bike,27,0.0,52.2,1,1
11002,17.06,Clear,High,Afternoon,Scooter,19,22.0,65.4,0,1
11043,16.11,Clear,Low,Evening,Scooter,15,13.0,46.5,1,1
5552,5.85,Rainy,Low,Afternoon,Scooter,24,3.0,43.8,0,1
5360,5.51,Rainy,Medium,Evening,Bike,9,3.0,42.2,1,1
7735,11.38,Clear,High,Morning,Scooter,12,6.0,51.1,1,1
3673,2.71,Foggy,Low,Morning,Bike,8,1.0,28.2,1,0
4642,4.51,Foggy,Low,Evening,Car,15,3.0,27.0,1,0
3929,1.06,Clear,Low,Evening,Bike,20,1.0,26.4,1,0
2630,2.41,Snowy,Low,Night,Scooter,21,1.0,31.8,0,0
10326,17.85,Clear,Low,Morning,Bike,19,18.0,63.2,1,1
7118,8.02,Foggy,High,Evening,Bike,27,6.0,67.7,1,1
3463,1.7,Clear,Low,Evening,Scooter,21,1.0,31.7,1,0
10780,17.26,Clear,Medium,Afternoon,Car,15,25.0,50.6,0,1
923,17.94,Rainy,High,Evening,Scooter,22,6.0,85.0,1,2
7928,8.37,Snowy,Low,Morning,Scooter,10,3.0,43.1,1,1
10316,19.3,Rainy,Low,Morning,Scooter,10,28.0,55.8,1,1
4101,7.02,Foggy,Medium,Afternoon,Bike,26,3.0,57.2,0,1
11282,19.53,Windy,Low,Evening,Scooter,16,24.0,65.7,1,1
10830,19.73,Windy,Low,Morning,Scooter,18,13.0,56.9,1,1
10589,18.17,Rainy,Medium,Evening,Bike,21,25.0,83.1,1,2
9872,13.65,Clear,High,Evening,Scooter,26,7.0,67.6,1,1
4018,4.96,Clear,High,Morning,Bike,15,1.0,47.0,1,1
7334,11.4,Clear,Low,Evening,Car,15,5.0,35.8,1,0
9388,15.9,Clear,Low,Evening,Bike,12,6.0,54.0,1,1
2778,3.7,Clear,Low,Afternoon,Car,8,1.0,10.0,0,0
3041,0.57,Clear,High,Evening,Bike,24,0.0,43.8,1,1
9676,15.62,Rainy,Medium,Evening,Scooter,10,8.0,65.5,1,1
11491,16.99,Clear,Low,Evening,Scooter,16,17.0,47.0,1,1
3897,0.35,Rainy,Medium,Morning,Bike,22,0.0,46.2,1,1
8524,14.27,Clear,Medium,Afternoon,Scooter,19,10.0,52.1,0,1
4005,6.86,Clear,Medium,Afternoon,Scooter,15,2.0,34.4,0,0
192,18.0,Rainy,High,Night,Car,22,5.0,89.0,0,2
7581,9.47,Foggy,Medium,Afternoon,Bike,26,6.0,57.9,0,1
4180,6.43,Windy,Medium,Evening,Car,16,2.0,41.8,1,1
315,16.8,Unknown,High,Morning,Car,19,4.0,85.0,1,2
10952,16.65,Rainy,Medium,Evening,Bike,10,10.0,68.9,1,1
711,15.32,Clear,Medium,Morning,Bike,17,6.0,80.0,1,2
5124,4.97,Clear,High,Afternoon,Bike,10,3.0,40.6,0,1
5678,7.36,Rainy,Medium,Morning,Bike,9,1.0,48.0,1,1
9633,13.11,Snowy,Medium,Evening,Scooter,10,7.0,54.8,1,1
2397,1.98,Snowy,Medium,Morning,Bike,13,0.0,44.2,1,1
4117,6.96,Clear,Medium,Evening,Bike,23,3.0,53.1,1,1
7762,8.04,Windy,High,Morning,Car,32,6.0,69.2,1,1
3808,3.3,Clear,Low,Evening,Scooter,17,0.0,27.9,1,0
6455,8.9,Rainy,Low,Afternoon,Bike,21,4.0,50.6,0,1
11342,17.05,Clear,Low,Afternoon,Scooter,22,12.0,56.9,0,1
11027,18.39,Foggy,Medium,Afternoon,Bike,20,15.0,69.1,0,1
4223,6.35,Clear,Low,Morning,Bike,14,2.0,41.2,1,1
9287,12.38,Foggy,Low,Evening,Bike,12,9.0,49.7,1,1
8286,13.02,Rainy,Low,Morning,Bike,25,7.0,67.1,1,1
9358,13.29,Clear,Low,Afternoon,Scooter,18,9.0,42.3,0,1
7116,9.92,Windy,Low,Morning,Car,13,5.0,44.3,1,1
3523,2.01,Snowy,High,Evening,Car,14,1.0,46.2,1,1
3433,2.57,Clear,Low,Morning,Car,20,1.0,30.7,1,0
10983,19.25,Rainy,Medium,Evening,Scooter,29,14.0,82.4,1,2
9122,12.76,Clear,Medium,Afternoon,Scooter,14,9.0,43.5,0,1
3322,2.79,Clear,Medium,Evening,Scooter,24,0.0,39.4,1,0
5382,5.38,Snowy,Low,Afternoon,Scooter,11,2.0,31.0,0,0
3356,2.44,Clear,Medium,Morning,Bike,9,0.0,29.4,1,0
5057,5.61,Rainy,Medium,Evening,Car,12,2.0,40.7,1,1
11972,16.31,Clear,High,Evening,Car,16,21.0,60.5,1,1
6434,8.49,Clear,High,Morning,Car,28,6.0,59.2,1,1
8378,13.33,Snowy,Medium,Afternoon,Car,16,7.0,60.6,0,1
106,5.36,Clear,Low,Afternoon,Scooter,11,4.0,30.0,0,0
4695,4.72,Snowy,Low,Afternoon,Scooter,13,1.0,35.1,0,0
2080,0.73,Foggy,Low,Morning,Bike,26,0.0,45.3,1,1
6116,8.8,Clear,Medium,Afternoon,Bike,27,3.0,57.4,0,1
6028,11.48,Rainy,Low,Evening,Bike,32,6.0,69.1,1,1
5960,5.52,Clear,Medium,Morning,Scooter,13,3.0,36.4,1,0
8744,12.86,Clear,Low,Evening,Scooter,18,9.0,42.6,1,1
7265,11.98,Clear,Medium,Evening,Scooter,18,4.0,55.0,1,1
704,3.12,Rainy,Low,Evening,Scooter,14,5.0,28.0,1,0
3537,0.33,Foggy,Low,Evening,Car,17,0.0,22.4,1,0
7535,10.48,Snowy,Low,Morning,Scooter,16,4.0,47.7,1,1
8779,13.35,Clear,Low,Morning,Scooter,28,10.0,61.7,1,1
8733,13.75,Snowy,Low,Morning,Bike,25,10.0,65.3,1,1
3065,2.91,Clear,Medium,Evening,Bike,10,0.0,35.0,1,0
8812,13.73,Clear,High,Evening,Bike,17,7.0,58.8,1,1
3318,1.22,Clear,Medium,Evening,Bike,23,1.0,44.8,1,1
5711,5.55,Snowy,Medium,Afternoon,Bike,12,3.0,44.7,0,1
7934,10.39,Clear,High,Evening,Bike,13,5.0,53.3,1,1
11392,19.86,Snowy,Medium,Night,Bike,27,28.0,87.7,0,2
2797,3.39,Clear,Medium,Afternoon,Car,13,1.0,29.9,0,0
5254,6.65,Rainy,Medium,Evening,Bike,23,2.0,63.2,1,1
6986,10.01,Clear,High,Evening,Scooter,17,4.0,58.2,1,1
11910,18.46,Snowy,Medium,Afternoon,Scooter,26,18.0,79.5,0,2
8838,12.23,Rainy,Medium,Afternoon,Bike,8,10.0,38.8,0,0
4538,4.39,Clear,Low,Morning,Scooter,12,3.0,25.0,1,0
2667,3.54,Snowy,Medium,Night,Bike,20,0.0,45.3,0,1
9987,13.5,Windy,Medium,Afternoon,Scooter,23,7.0,56.4,0,1
143,10.2,Rainy,Medium,Afternoon,Bike,18,9.0,56.0,0,1
4858,4.23,Clear,Medium,Afternoon,Car,20,2.0,33.8,0,0
3137,0.16,Clear,High,Morning,Bike,12,0.0,33.9,1,0
9821,12.11,Rainy,Low,Afternoon,Car,23,9.0,55.4,0,1
11617,16.44,Clear,High,Morning,Scooter,16,17.0,56.9,1,1
2296,3.63,Windy,Low,Morning,Bike,21,1.0,40.7,1,1
661,7.44,Rainy,Medium,Afternoon,Scooter,5,1.0,37.0,0,0
3338,1.11,Rainy,Low,Evening,Bike,17,0.0,32.7,1,0
10043,17.37,Snowy,Low,Afternoon,Bike,14,13.0,61.3,0,1
5812,6.34,Clear,Low,Afternoon,Scooter,11,1.0,27.6,0,0
4355,4.62,Clear,Medium,Afternoon,Bike,10,3.0,32.4,0,0
3395,1.13,Snowy,High,Evening,Scooter,16,1.0,52.5,1,1
3571,1.32,Clear,High,Evening,Scooter,19,0.0,37.9,1,0
8769,15.24,Snowy,Low,Morning,Bike,15,6.0,67.8,1,1
3019,2.47,Clear,Medium,Evening,Scooter,21,0.0,38.3,1,0
114,16.26,Rainy,High,Morning,Bike,16,6.0,70.0,1,1
7325,11.57,Clear,High,Afternoon,Bike,10,5.0,48.1,0,1
7640,10.94,Rainy,Medium,Evening,Bike,6,4.0,50.6,1,1
681,16.43,Clear,Low,Evening,Bike,13,5.0,56.0,1,1
8861,14.23,Clear,High,Night,Bike,18,7.0,63.0,0,1
8737,12.51,Clear,Low,Afternoon,Bike,12,9.0,38.0,0,0
5116,7.09,Rainy,High,Night,Scooter,12,2.0,48.3,0,1
5628,7.92,Rainy,Medium,Morning,Car,10,2.0,45.0,1,1
4210,6.6,Clear,Medium,Afternoon,Bike,22,1.0,45.4,0,1
8147,15.28,Foggy,Medium,Morning,Scooter,15,10.0,59.6,1,1
549,10.65,Clear,Unknown,Afternoon,Scooter,23,8.0,58.0,0,1
10214,17.68,Rainy,Medium,Morning,Scooter,31,29.0,89.0,1,2
9340,12.82,Windy,Medium,Morning,Bike,14,6.0,57.4,1,1
11167,19.84,Rainy,High,Morning,Bike,13,27.0,69.5,1,1
5625,4.49,Rainy,Medium,Evening,Bike,13,1.0,45.6,1,1
2719,0.92,Rainy,Medium,Night,Bike,10,1.0,31.2,0,0
11956,17.63,Clear,High,Evening,Bike,27,21.0,81.5,1,2
9934,15.63,Clear,High,Morning,Bike,18,9.0,72.6,1,2
766,11.61,Clear,High,Morning,Car,19,1.0,67.0,1,1
8110,14.09,Rainy,High,Morning,Car,20,10.0,70.4,1,2
10562,18.35,Clear,Low,Afternoon,Scooter,10,16.0,46.5,0,1
2687,0.61,Clear,High,Night,Bike,28,1.0,46.0,0,1
7339,9.6,Snowy,High,Afternoon,Bike,12,6.0,58.6,0,1
3189,3.72,Clear,Medium,Evening,Scooter,17,0.0,32.1,1,0
3697,3.27,Clear,Low,Morning,Bike,26,1.0,41.5,1,1
11701,16.23,Clear,Medium,Afternoon,Scooter,31,17.0,68.0,0,1
7983,10.37,Snowy,Low,Afternoon,Car,10,5.0,38.5,0,0
5665,5.12,Clear,Low,Morning,Bike,8,1.0,28.5,1,0
11480,17.57,Foggy,Low,Afternoon,Bike,25,27.0,68.4,0,1
6220,10.89,Rainy,Medium,Afternoon,Bike,26,6.0,70.5,0,2
9578,14.42,Clear,Medium,Morning,Scooter,15,8.0,55.5,1,1
6243,11.5,Clear,High,Morning,Bike,29,4.0,76.3,1,2
4339,4.54,Rainy,Low,Morning,Car,12,1.0,29.3,1,0
5558,7.25,Windy,High,Morning,Scooter,28,3.0,63.3,1,1
9240,13.07,Snowy,Medium,Morning,Scooter,27,7.0,77.4,1,2
10976,16.36,Clear,Medium,Afternoon,Scooter,14,18.0,48.9,0,1
2872,3.33,Clear,Medium,Morning,Bike,18,1.0,45.3,1,1
