Order_ID,Distance_km,Weather,Traffic_Level,Time_of_Day,Vehicle_Type,Preparation_Time_min,Courier_Experience_yrs,Delivery_Time_min
3835,6.34,Rainy,Medium,Night,Bike,16,2,54.8
3836,6.34,Rainy,Medium,Morning,Car,30,1,63.9
3837,4.26,Rainy,High,Afternoon,Bike,22,2,57.1
3838,5.71,Clear,Medium,Morning,Bike,22,1,44.1
3839,5.23,Clear,Low,Morning,Bike,21,1,49.9
3840,5.9,Clear,High,Evening,Scooter,23,1,54.6
3841,7.81,Foggy,Low,Morning,Scooter,18,1,42.3
3842,7.15,Clear,Low,Afternoon,Scooter,32,3,56.0
3843,6.44,Clear,High,Afternoon,Scooter,20,3,46.1
3844,6.82,Clear,Medium,Afternoon,Bike,20,2,48.3
3845,6.92,Clear,Medium,Afternoon,Bike,8,1,33.7
3846,5.83,Rainy,Low,Afternoon,Car,23,3,42.7
3847,7.47,Clear,Low,Afternoon,Bike,15,2,38.3
3848,6.47,Clear,High,Afternoon,Bike,23,2,56.6
3849,6.95,Foggy,Medium,Afternoon,Bike,25,3,59.3
3850,4.04,Clear,Low,Evening,Bike,8,3,25.6
3851,6.15,Clear,Low,Evening,Bike,16,3,38.4
3852,5.46,Clear,High,Evening,Scooter,27,3,55.1
3853,4.22,Snowy,Medium,Evening,Scooter,11,1,38.6
3854,6.58,Clear,Medium,Evening,Bike,23,1,50.2
3855,7.72,Foggy,High,Evening,Bike,15,3,56.3
3856,6.93,Windy,Low,Evening,Car,18,3,42.2
3857,4.32,Rainy,Medium,Morning,Scooter,27,2,55.7
3858,4.23,Clear,Medium,Afternoon,Car,20,2,33.8
3859,5.38,Foggy,Low,Afternoon,Bike,17,3,37.2
3860,4.95,Clear,Low,Evening,Car,22,2,32.2
3861,4.11,Clear,Low,Night,Car,13,1,18.7
3862,4.16,Rainy,High,Night,Bike,7,2,40.4
3863,5.38,Clear,Medium,Afternoon,Scooter,20,3,38.1
3864,4.53,Clear,Medium,Morning,Bike,26,2,53.1
3865,4.78,Clear,Low,Evening,Scooter,22,2,36.7
3866,7.48,Clear,High,Evening,Scooter,18,1,53.6
3867,7.97,Clear,Medium,Afternoon,Bike,12,2,35.7
3868,7.22,Rainy,Low,Afternoon,Bike,10,1,35.4
3869,4.93,Windy,Medium,Afternoon,Bike,14,1,40.0
3870,4.7,Clear,Medium,Afternoon,Scooter,30,3,46.6
3871,6.31,Rainy,High,Night,Scooter,17,2,52.9
3872,7.14,Clear,Medium,Evening,Bike,24,3,57.4
3873,6.63,Clear,Medium,Afternoon,Car,7,3,29.4
3874,7.22,Clear,Low,Afternoon,Bike,17,3,41.8
3875,5.95,Clear,Medium,Evening,Bike,14,2,47.4
3876,7.95,Clear,Medium,Afternoon,Bike,30,3,56.6
3877,7.15,Clear,High,Morning,Scooter,13,3,51.8
3878,4.2,Clear,Medium,Morning,Scooter,9,2,37.7
3879,5.46,Rainy,Low,Night,Scooter,12,2,27.9
3880,6.24,Clear,Medium,Evening,Car,9,3,29.2
3881,4.9,Clear,Medium,Evening,Bike,15,2,41.7
3882,5.61,Clear,Low,Night,Bike,33,2,50.8
3883,6.52,Rainy,Medium,Evening,Scooter,29,3,55.5
3884,6.21,Clear,High,Morning,Bike,19,3,50.0
3885,7.45,Rainy,High,Morning,Scooter,25,3,65.2
3886,5.05,Clear,High,Evening,Bike,16,2,47.3
3887,7.68,Clear,Medium,Morning,Bike,27,3,60.0
3888,5.29,Windy,Medium,Morning,Bike,13,2,48.3
3889,7.68,Clear,High,Afternoon,Bike,16,2,46.0
3890,4.99,Clear,Low,Evening,Car,11,2,31.7
3891,6.03,Clear,Low,Evening,Bike,29,3,56.1
3892,7.73,Windy,High,Morning,Car,15,1,45.2
3893,5.11,Rainy,Medium,Evening,Bike,14,3,42.9
3894,7.4,Rainy,Medium,Afternoon,Car,13,1,40.5
3895,6.0,Windy,Low,Evening,Scooter,17,3,34.5
3896,5.68,Clear,Low,Evening,Bike,18,3,40.4
3897,6.65,Windy,Medium,Morning,Bike,21,1,55.9
3898,4.79,Clear,Low,Morning,Bike,24,2,43.8
3899,6.64,Rainy,Low,Morning,Scooter,22,2,49.5
3900,4.71,Clear,Medium,Evening,Bike,18,1,43.4
3901,6.84,Clear,Medium,Morning,Bike,18,2,49.0
3902,6.44,Windy,Low,Morning,Scooter,31,3,58.1
3903,4.56,Clear,Low,Morning,Scooter,17,3,24.1
3904,4.4,Windy,High,Afternoon,Bike,15,3,43.9
3905,6.43,Clear,Medium,Evening,Bike,20,2,50.3
3906,4.49,Rainy,High,Evening,Scooter,21,3,53.8
3907,6.5,Windy,Low,Evening,Bike,29,1,56.6
3908,8.0,Clear,Low,Evening,Scooter,15,1,41.6
3909,4.49,Windy,Medium,Morning,Bike,18,3,43.5
3910,5.9,Rainy,Medium,Evening,Car,20,1,56.0
3911,7.7,Foggy,Low,Evening,Scooter,22,3,43.7
3912,7.75,Clear,Medium,Evening,Scooter,8,3,37.1
3913,4.12,Rainy,Medium,Morning,Car,27,2,51.8
3914,7.23,Rainy,High,Night,Car,12,1,47.1
3915,4.95,Clear,Medium,Afternoon,Scooter,13,3,32.4
3916,6.99,Clear,High,Morning,Scooter,21,1,51.9
3917,5.42,Clear,Low,Afternoon,Car,13,3,26.4
3918,4.9,Snowy,High,Morning,Bike,11,1,59.1
3919,5.88,Clear,Medium,Morning,Scooter,29,2,51.9
3920,4.7,Foggy,Low,Morning,Scooter,20,3,38.0
3921,5.7,Windy,Low,Night,Scooter,29,1,49.7
3922,5.58,Clear,High,Morning,Car,9,2,39.0
3923,7.85,Clear,Medium,Afternoon,Scooter,8,3,26.8
3924,6.17,Rainy,Medium,Afternoon,Scooter,14,3,42.4
3925,6.79,Clear,High,Evening,Car,8,2,40.1
3926,4.7,Rainy,Medium,Evening,Scooter,17,3,44.4
3927,7.99,Rainy,Low,Morning,Bike,30,3,67.3
3928,5.99,Rainy,Medium,Afternoon,Bike,15,3,40.6
3929,4.3,Clear,Medium,Evening,Scooter,22,2,35.8
3930,6.44,Foggy,Low,Evening,Bike,20,1,51.8
3931,5.27,Rainy,Low,Morning,Scooter,8,3,28.4
3932,5.18,Clear,Low,Afternoon,Car,13,2,23.1
3933,5.27,Rainy,Low,Afternoon,Bike,20,2,40.0
3934,5.8,Snowy,Low,Evening,Car,10,2,38.1
3935,5.15,Rainy,High,Evening,Scooter,17,3,52.6
3936,7.11,Clear,Medium,Evening,Car,21,3,44.4
3937,4.72,Clear,Medium,Evening,Bike,15,2,36.5
3938,4.57,Clear,Medium,Morning,Bike,15,2,39.4
3939,4.42,Clear,Low,Afternoon,Scooter,22,3,32.9
3940,5.64,Clear,Medium,Morning,Scooter,16,1,38.2
3941,4.45,Windy,Low,Morning,Car,18,2,32.1
3942,4.1,Clear,Low,Morning,Car,13,2,24.9
3943,5.18,Snowy,Low,Morning,Bike,24,2,56.2
3944,7.92,Clear,High,Evening,Bike,20,2,59.5
3945,4.04,Clear,Low,Afternoon,Scooter,31,3,43.6
3946,4.26,Clear,Low,Evening,Bike,23,1,41.5
3947,6.33,Clear,Medium,Evening,Car,19,1,45.4
3948,5.99,Foggy,Low,Evening,Scooter,20,2,39.5
3949,4.42,Windy,Medium,Evening,Car,15,3,37.1
3950,7.58,Snowy,High,Afternoon,Car,17,2,55.5
3951,6.7,Clear,Medium,Afternoon,Bike,21,2,53.6
3952,5.98,Foggy,Medium,Afternoon,Bike,18,2,44.9
3953,6.17,Clear,Medium,Afternoon,Scooter,30,3,46.2
3954,7.18,Windy,Low,Afternoon,Car,19,1,34.9
3955,4.39,Rainy,High,Evening,Scooter,7,2,38.6
3956,7.73,Clear,Medium,Evening,Bike,11,2,44.0
3957,4.45,Clear,Medium,Afternoon,Scooter,9,1,22.4
3958,5.83,Clear,Low,Morning,Bike,27,1,50.3
3959,4.99,Clear,High,Evening,Bike,15,3,46.3
3960,6.66,Windy,High,Night,Car,25,1,56.8
3961,7.36,Foggy,Medium,Evening,Bike,17,1,55.4
3962,6.47,Windy,Low,Morning,Bike,28,2,56.5
3963,4.9,Clear,Low,Evening,Bike,17,1,38.7
3964,7.12,Rainy,Low,Morning,Car,26,1,55.6
3965,7.77,Clear,Low,Evening,Bike,21,2,42.4
3966,4.64,Rainy,Low,Evening,Bike,14,2,35.6
3967,5.01,Clear,Low,Evening,Bike,19,3,38.2
3968,6.12,Clear,Medium,Evening,Scooter,14,2,38.5
3969,6.96,Rainy,Medium,Morning,Bike,13,1,47.6
3970,4.51,Clear,Medium,Evening,Scooter,15,2,37.4
3971,4.2,Clear,Medium,Morning,Car,14,1,28.7
3972,6.27,Rainy,Medium,Evening,Scooter,18,1,49.4
3973,7.19,Clear,High,Afternoon,Bike,20,1,53.2
3974,5.19,Windy,High,Morning,Scooter,31,1,64.5
3975,6.33,Rainy,Medium,Night,Bike,17,3,46.6
3976,7.21,Snowy,Medium,Afternoon,Bike,23,2,63.3
3977,4.12,Rainy,Low,Morning,Scooter,18,2,43.9
3978,5.34,Foggy,Low,Evening,Bike,17,1,47.8
3979,5.21,Foggy,Medium,Morning,Bike,16,1,53.3
3980,6.89,Snowy,High,Morning,Bike,26,1,75.8
3981,6.66,Rainy,Medium,Night,Bike,12,2,46.3
3982,7.31,Clear,Medium,Afternoon,Bike,14,3,38.0
3983,6.19,Clear,Low,Afternoon,Bike,22,2,38.7
3984,4.91,Rainy,Low,Afternoon,Scooter,14,1,36.0
3985,5.73,Clear,Medium,Afternoon,Bike,6,1,24.7
3986,5.58,Clear,Low,Afternoon,Bike,13,2,34.0
3987,6.67,Clear,High,Morning,Car,8,2,35.7
3988,7.82,Rainy,Medium,Morning,Scooter,14,1,48.0
3989,5.83,Clear,Low,Evening,Car,15,2,33.0
3990,6.56,Rainy,Medium,Evening,Bike,30,1,67.7
3991,4.71,Foggy,Low,Evening,Bike,24,1,47.5
3992,6.3,Snowy,Low,Morning,Bike,11,3,40.3
3993,6.91,Clear,Medium,Afternoon,Scooter,11,1,29.1
3994,7.05,Rainy,Medium,Morning,Car,34,3,58.2
3995,7.89,Rainy,High,Afternoon,Bike,21,1,67.1
3996,7.95,Clear,Medium,Evening,Bike,20,1,52.2
3997,6.06,Rainy,High,Morning,Bike,19,3,56.9
3998,7.44,Clear,Medium,Afternoon,Bike,12,1,42.0
3999,6.95,Windy,High,Evening,Bike,14,1,51.4
4000,6.1,Clear,Low,Afternoon,Car,17,2,26.9
4001,4.12,Snowy,Medium,Afternoon,Bike,17,1,51.0
4002,7.91,Rainy,Low,Morning,Bike,31,2,66.4
4003,7.86,Clear,Low,Morning,Scooter,9,2,31.6
4004,6.07,Foggy,Low,Morning,Bike,7,2,32.5
4005,5.38,Clear,Low,Morning,Car,28,1,43.9
4006,4.45,Foggy,Low,Night,Bike,26,1,47.9
4007,4.22,Rainy,Low,Afternoon,Car,14,1,30.5
4008,7.21,Clear,Low,Evening,Bike,15,3,42.7
4009,5.64,Clear,Low,Afternoon,Bike,19,1,33.8
4010,6.25,Foggy,Medium,Night,Scooter,13,3,37.2
4011,5.21,Clear,Low,Morning,Car,26,3,41.3
4012,6.46,Snowy,Low,Morning,Bike,14,2,45.3
4013,7.04,Foggy,High,Afternoon,Bike,9,3,48.5
4014,7.57,Foggy,Medium,Afternoon,Bike,18,3,53.9
4015,5.98,Clear,Medium,Morning,Bike,22,3,49.5
4016,5.2,Foggy,Medium,Evening,Car,30,1,57.0
4017,4.31,Windy,Low,Morning,Car,20,3,34.1
4018,7.42,Clear,Low,Evening,Scooter,11,1,31.8
4019,7.41,Clear,Medium,Afternoon,Bike,21,1,52.6
4020,5.41,Clear,Medium,Morning,Scooter,10,1,30.8
4021,4.83,Clear,High,Afternoon,Scooter,13,3,38.3
4022,6.69,Foggy,Low,Evening,Bike,14,1,41.6
4023,7.03,Clear,Low,Afternoon,Bike,9,2,26.7
4024,6.89,Rainy,Medium,Afternoon,Scooter,15,1,47.6
4025,4.29,Clear,Medium,Evening,Car,23,2,43.3
4026,7.94,Clear,Medium,Morning,Bike,9,3,38.7
4027,6.18,Clear,Medium,Morning,Car,18,3,39.3
4028,6.43,Snowy,Low,Afternoon,Scooter,13,3,37.0
4029,4.18,Rainy,Medium,Afternoon,Car,19,3,40.1
4030,4.05,Clear,Medium,Morning,Car,18,2,34.2
4031,4.51,Foggy,Medium,Night,Bike,12,1,43.5
4032,5.56,Clear,Medium,Afternoon,Bike,26,2,45.7
4033,7.78,Clear,Medium,Morning,Scooter,18,2,41.4
4034,6.91,Clear,Medium,Morning,Car,32,1,56.3
4035,8.0,Windy,Medium,Evening,Bike,32,3,60.8
4036,6.72,Foggy,Low,Morning,Scooter,14,1,36.9
4037,4.4,Rainy,High,Night,Car,27,1,53.2
4038,6.78,Clear,Low,Afternoon,Bike,22,2,41.8
4039,6.57,Clear,Medium,Morning,Bike,17,1,46.3
4040,7.55,Rainy,High,Evening,Bike,24,3,68.5
4041,6.18,Clear,High,Morning,Bike,16,3,47.5
4042,4.98,Windy,Low,Evening,Scooter,18,3,35.0
4043,6.93,Foggy,Medium,Morning,Bike,16,1,53.4
4044,7.01,Clear,Low,Afternoon,Scooter,25,2,34.4
4045,6.06,Foggy,High,Afternoon,Bike,28,3,63.8
4046,4.38,Windy,Low,Afternoon,Car,12,3,16.4
4047,5.66,Clear,Low,Morning,Bike,19,1,40.9
4048,7.36,Rainy,Low,Evening,Scooter,11,1,41.2
4049,5.21,Windy,High,Afternoon,Bike,27,1,59.8
4050,6.93,Clear,Medium,Evening,Scooter,13,1,37.8
4051,5.01,Snowy,Medium,Evening,Bike,8,3,44.0
4052,5.31,Clear,High,Night,Scooter,23,1,45.3
4053,5.35,Rainy,Medium,Afternoon,Bike,21,2,54.7
4054,4.54,Foggy,Medium,Afternoon,Bike,16,3,43.7
4055,5.4,Rainy,Medium,Evening,Scooter,20,3,46.2
4056,6.89,Rainy,Medium,Evening,Bike,23,2,64.1
4057,5.61,Rainy,Medium,Evening,Car,12,2,40.7
4058,5.2,Clear,Low,Evening,Scooter,15,2,27.9
4059,6.8,Clear,Medium,Morning,Bike,17,3,49.7
4060,6.06,Clear,Low,Afternoon,Car,20,3,36.5
4061,5.74,Rainy,Medium,Evening,Bike,20,2,53.7
4062,7.18,Clear,High,Evening,Car,18,2,49.7
4063,5.53,Clear,Low,Afternoon,Bike,21,3,37.3
4064,6.18,Snowy,High,Afternoon,Scooter,8,2,46.1
4065,4.13,Clear,Medium,Morning,Car,15,1,35.9
4066,5.36,Clear,Medium,Evening,Bike,19,1,49.2
4067,4.95,Clear,Low,Evening,Scooter,15,2,25.1
4068,7.54,Clear,High,Morning,Bike,29,2,64.8
4069,4.08,Foggy,Medium,Morning,Scooter,30,3,57.1
4070,6.8,Clear,Low,Afternoon,Bike,16,3,33.1
4071,7.02,Clear,Low,Afternoon,Bike,13,2,34.3
4072,5.33,Windy,Medium,Night,Bike,13,3,35.2
4073,5.03,Snowy,Low,Evening,Scooter,17,3,44.3
4074,4.66,Foggy,Medium,Evening,Car,30,1,54.8
4075,5.11,Snowy,Medium,Morning,Car,13,3,44.3
4076,7.66,Windy,High,Night,Scooter,15,3,48.2
4077,4.17,Clear,Low,Afternoon,Car,19,3,22.2
4078,5.83,Rainy,Low,Night,Car,19,1,44.5
4079,5.06,Rainy,Low,Evening,Scooter,21,1,40.6
4080,6.78,Clear,High,Morning,Bike,22,3,64.6
4081,5.34,Clear,Low,Evening,Scooter,24,3,33.5
4082,5.38,Clear,Low,Evening,Bike,18,1,39.4
4083,4.23,Rainy,Medium,Evening,Car,10,3,30.3
4084,7.64,Foggy,Low,Morning,Bike,21,1,57.1
4085,6.09,Foggy,Low,Morning,Bike,19,3,42.6
4086,4.28,Clear,Low,Evening,Car,13,2,21.9
4087,7.01,Clear,Medium,Night,Bike,26,2,52.3
4088,7.12,Clear,Medium,Afternoon,Car,23,3,47.2
4089,5.84,Rainy,High,Afternoon,Car,16,2,50.3
4090,7.92,Windy,High,Morning,Scooter,31,1,68.2
4091,4.9,Snowy,Medium,Afternoon,Scooter,21,3,47.0
4092,7.38,Windy,Low,Evening,Bike,29,1,59.2
4093,7.39,Snowy,Low,Morning,Bike,22,2,56.9
4094,6.08,Windy,Low,Evening,Car,22,1,42.0
4095,6.16,Clear,Medium,Morning,Bike,13,3,40.3
4096,4.45,Clear,Low,Afternoon,Bike,16,3,31.8
4097,4.53,Clear,Medium,Afternoon,Bike,20,2,42.1
4098,5.69,Clear,Medium,Morning,Scooter,25,2,52.9
4099,7.67,Clear,Low,Evening,Scooter,28,2,47.8
4100,4.86,Clear,Medium,Evening,Bike,10,3,33.0
4101,5.9,Windy,Medium,Morning,Bike,22,2,52.5
4102,4.26,Clear,Medium,Afternoon,Car,14,1,28.2
4103,5.2,Windy,Low,Afternoon,Bike,22,3,43.2
4104,5.49,Foggy,Low,Afternoon,Bike,15,2,33.7
4105,7.85,Rainy,Medium,Morning,Bike,19,1,62.5
4106,4.77,Rainy,Low,Evening,Scooter,18,2,39.4
4107,4.4,Clear,High,Morning,Bike,26,1,60.6
4108,4.22,Rainy,Medium,Morning,Bike,21,1,60.3
4109,6.09,Clear,High,Morning,Scooter,14,3,46.7
4110,6.08,Windy,Medium,Morning,Bike,20,2,53.1
4111,4.78,Clear,Low,Evening,Car,20,2,36.7
4112,4.99,Clear,Medium,Evening,Car,15,2,33.9
4113,5.28,Foggy,Medium,Afternoon,Scooter,14,3,37.6
4114,4.04,Rainy,Medium,Evening,Bike,28,1,57.3
4115,7.27,Clear,Medium,Morning,Bike,12,3,40.4
4116,7.09,Rainy,High,Night,Scooter,12,2,48.3
4117,5.28,Clear,Low,Afternoon,Bike,19,2,35.7
4118,6.3,Rainy,High,Morning,Scooter,15,2,54.0
4119,5.31,Clear,Low,Evening,Bike,18,3,38.3
4120,4.11,Clear,Low,Morning,Scooter,14,2,27.0
4121,6.36,Clear,Medium,Night,Bike,16,2,43.6
4122,6.89,Clear,Low,Evening,Bike,16,2,38.1
4123,5.34,Clear,Medium,Morning,Bike,19,3,45.7
4124,4.97,Clear,High,Afternoon,Bike,10,3,40.6
4125,5.06,Clear,High,Afternoon,Bike,17,3,46.5
4126,5.4,Clear,Medium,Morning,Bike,21,2,47.6
4127,5.87,Rainy,Low,Evening,Car,22,1,39.9
4128,7.02,Clear,Low,Evening,Bike,14,2,37.2
4129,4.8,Rainy,Low,Morning,Bike,18,2,50.7
4130,6.83,Windy,Medium,Morning,Scooter,16,1,44.7
4131,7.86,Clear,Low,Afternoon,Bike,8,3,29.5
4132,4.72,Windy,High,Afternoon,Car,17,3,41.1
4133,6.03,Clear,Medium,Afternoon,Bike,21,2,46.3
4134,5.45,Clear,Low,Afternoon,Car,29,1,38.4
4135,6.4,Foggy,Medium,Evening,Scooter,11,3,42.6
4136,7.52,Foggy,High,Evening,Bike,16,1,60.2
4137,7.55,Snowy,Medium,Afternoon,Bike,29,3,60.6
4138,5.77,Clear,Medium,Morning,Bike,17,2,36.9
4139,7.03,Foggy,Medium,Morning,Scooter,27,3,56.1
4140,6.05,Clear,High,Morning,Bike,21,3,50.9
4141,7.09,Clear,Low,Afternoon,Scooter,26,1,43.9
4142,7.54,Clear,Medium,Evening,Scooter,23,1,49.9
4143,6.85,Windy,Medium,Evening,Scooter,10,3,39.7
4144,4.24,Clear,Low,Evening,Scooter,23,2,38.6
4145,4.98,Snowy,Low,Afternoon,Car,11,3,27.1
4146,7.14,Rainy,Medium,Morning,Bike,23,1,60.0
4147,4.08,Foggy,High,Evening,Bike,16,3,48.5
4148,6.07,Foggy,Medium,Afternoon,Bike,21,1,53.6
4149,6.44,Snowy,Low,Afternoon,Bike,9,1,38.0
4150,7.28,Clear,Medium,Evening,Bike,11,2,45.6
4151,7.23,Clear,Low,Morning,Bike,11,3,39.0
4152,4.29,Rainy,Low,Night,Scooter,16,1,33.4
4153,6.72,Clear,Medium,Evening,Bike,12,2,39.8
4154,7.16,Clear,Low,Afternoon,Scooter,7,3,20.3
4155,4.42,Clear,High,Afternoon,Bike,26,2,54.7
4156,5.94,Clear,High,Afternoon,Bike,23,1,53.2
4157,6.6,Clear,Low,Morning,Bike,19,1,40.7
4158,5.37,Clear,Low,Evening,Bike,22,2,45.3
4159,5.48,Windy,High,Morning,Bike,15,2,53.6
4160,4.41,Clear,Medium,Morning,Bike,22,1,44.3
4161,7.1,Windy,Medium,Morning,Scooter,18,2,48.5
4162,4.95,Windy,Medium,Evening,Bike,10,1,41.1
4163,5.74,Clear,High,Evening,Bike,21,2,59.5
4164,6.07,Foggy,Medium,Afternoon,Bike,33,2,61.7
4165,4.35,Rainy,Medium,Morning,Bike,14,2,45.4
4166,5.72,Rainy,Low,Morning,Bike,6,2,36.4
4167,4.61,Clear,Medium,Evening,Bike,23,3,51.1
4168,4.93,Clear,Medium,Afternoon,Scooter,14,1,33.4
4169,5.43,Clear,Low,Morning,Scooter,16,1,34.0
4170,5.96,Rainy,Medium,Afternoon,Car,7,1,30.8
4171,5.74,Windy,High,Evening,Car,9,3,37.9
4172,4.29,Rainy,Medium,Evening,Bike,22,1,53.4
4173,5.4,Foggy,High,Afternoon,Bike,30,1,66.4
4174,4.16,Windy,Low,Evening,Car,19,3,34.7
4175,5.0,Rainy,Medium,Afternoon,Bike,25,3,51.1
4176,4.34,Clear,Medium,Night,Bike,13,3,35.3
4177,4.67,Snowy,Low,Morning,Scooter,10,1,35.2
4178,6.01,Clear,Medium,Evening,Scooter,15,1,39.2
4179,7.71,Clear,Medium,Night,Bike,13,1,43.7
4180,4.78,Rainy,High,Afternoon,Bike,20,1,57.6
4181,6.92,Windy,Low,Evening,Bike,30,3,57.5
4182,4.17,Clear,High,Morning,Bike,13,2,48.6
4183,5.34,Rainy,Medium,Evening,Bike,27,2,54.9
4184,5.61,Clear,Medium,Afternoon,Scooter,18,2,40.0
4185,4.43,Clear,Low,Afternoon,Bike,11,2,22.5
4186,6.55,Clear,Medium,Morning,Bike,18,1,47.8
4187,4.58,Foggy,Medium,Morning,Bike,17,1,47.5
4188,7.2,Snowy,Medium,Afternoon,Car,23,1,54.1
4189,6.37,Clear,Medium,Evening,Bike,23,1,49.7
4190,6.97,Clear,Low,Night,Bike,20,2,36.1
4191,4.66,Clear,Medium,Evening,Scooter,21,1,36.9
4192,5.27,Clear,High,Evening,Bike,20,3,51.2
4193,6.82,Rainy,Medium,Morning,Bike,13,2,50.2
4194,5.81,Foggy,Medium,Evening,Bike,28,2,62.4
4195,6.53,Rainy,Medium,Evening,Car,13,3,46.1
4196,5.65,Clear,Low,Morning,Scooter,19,3,38.2
4197,6.69,Rainy,High,Morning,Scooter,23,1,65.1
4198,6.57,Clear,High,Morning,Car,10,1,36.9
4199,5.2,Clear,Medium,Afternoon,Scooter,17,3,38.0
4200,7.53,Windy,Low,Morning,Bike,8,1,38.1
4201,6.93,Foggy,High,Evening,Bike,13,1,50.8
4202,4.27,Windy,Medium,Afternoon,Bike,20,2,46.4
4203,4.15,Windy,Low,Morning,Bike,28,3,45.7
4204,6.86,Rainy,Medium,Evening,Scooter,15,2,44.8
4205,6.53,Windy,Low,Afternoon,Bike,25,3,51.2
4206,7.7,Clear,Low,Evening,Bike,18,1,45.1
4207,6.7,Clear,Medium,Evening,Bike,23,3,48.8
4208,4.83,Clear,High,Afternoon,Bike,24,1,50.4
4209,4.17,Clear,Low,Night,Car,20,2,31.2
4210,6.13,Clear,High,Afternoon,Bike,16,1,43.3
4211,5.99,Clear,Low,Evening,Bike,19,2,40.6
4212,7.75,Foggy,Medium,Evening,Scooter,21,3,52.8
4213,6.83,Foggy,Low,Evening,Scooter,26,3,58.4
4214,7.6,Rainy,Medium,Morning,Bike,19,1,53.8
4215,7.03,Clear,High,Evening,Bike,26,2,58.0
4216,6.64,Foggy,Medium,Afternoon,Scooter,16,3,40.1
4217,6.25,Clear,High,Morning,Bike,23,1,56.3
4218,6.32,Clear,Low,Afternoon,Scooter,20,3,34.2
4219,6.03,Clear,Low,Night,Scooter,10,2,22.7
4220,7.36,Clear,Low,Morning,Scooter,18,2,41.6
4221,4.94,Clear,Low,Morning,Car,23,3,36.4
4222,7.66,Snowy,Low,Night,Car,21,3,43.2
4223,6.24,Foggy,Low,Morning,Bike,19,3,45.2
4224,5.75,Foggy,Medium,Afternoon,Car,24,1,46.3
4225,4.84,Clear,Low,Morning,Scooter,27,1,46.5
4226,5.1,Snowy,Medium,Morning,Bike,12,1,51.2
4227,6.34,Rainy,Low,Morning,Car,14,2,39.9
4228,4.61,Clear,Low,Morning,Car,32,2,42.8
4229,4.01,Rainy,Medium,Night,Scooter,14,1,38.2
4230,5.04,Clear,Low,Morning,Bike,25,3,40.9
4231,5.22,Clear,Low,Morning,Bike,18,1,40.9
4232,7.77,Clear,Low,Afternoon,Car,16,3,35.0
4233,6.33,Rainy,Low,Night,Car,22,2,35.5
4234,5.62,Clear,Low,Evening,Bike,23,2,43.9
4235,7.93,Clear,Low,Afternoon,Bike,14,1,36.6
4236,5.47,Clear,Medium,Morning,Scooter,7,1,33.2
4237,7.83,Windy,Medium,Afternoon,Bike,23,1,52.9
4238,7.77,Clear,Low,Afternoon,Scooter,21,1,37.7
4239,6.76,Clear,Medium,Afternoon,Car,11,1,31.8
4240,6.1,Clear,Medium,Afternoon,Bike,8,2,34.1
4241,7.29,Snowy,Medium,Night,Scooter,21,3,53.9
4242,5.3,Rainy,Medium,Evening,Scooter,20,3,51.6
4243,5.47,Windy,High,Afternoon,Bike,23,3,56.4
4244,4.83,Clear,Medium,Afternoon,Bike,26,2,45.9
4245,5.02,Clear,Medium,Morning,Scooter,21,1,43.6
4246,4.55,Rainy,High,Night,Scooter,20,3,50.9
4247,7.4,Clear,High,Afternoon,Scooter,18,3,44.2
4248,4.0,Snowy,Medium,Afternoon,Car,19,1,41.2
4249,5.7,Snowy,High,Evening,Bike,31,3,69.4
4250,5.46,Clear,Medium,Afternoon,Car,9,2,29.4
4251,5.55,Windy,Low,Morning,Scooter,18,2,44.6
4252,7.38,Rainy,Medium,Night,Bike,14,1,46.7
4253,7.28,Clear,Low,Morning,Bike,22,3,48.0
4254,6.65,Rainy,Medium,Evening,Bike,23,2,63.2
4255,6.76,Clear,Low,Morning,Bike,14,2,34.2
4256,7.21,Snowy,Medium,Afternoon,Car,23,3,54.2
4257,5.54,Clear,Low,Evening,Scooter,20,3,40.4
4258,5.8,Clear,Low,Afternoon,Bike,29,2,45.8
4259,4.98,Rainy,Medium,Afternoon,Bike,24,1,53.2
4260,4.95,Clear,High,Evening,Bike,23,2,58.9
4261,7.74,Clear,Medium,Afternoon,Car,11,2,31.7
4262,7.04,Foggy,Medium,Afternoon,Scooter,32,1,58.3
4263,5.81,Clear,Medium,Evening,Bike,24,1,51.7
4264,4.16,Clear,Medium,Evening,Bike,25,3,53.9
4265,6.97,Clear,Medium,Morning,Bike,23,2,55.6
4266,7.79,Clear,Low,Morning,Scooter,26,2,49.7
4267,7.71,Clear,Low,Evening,Bike,20,2,47.5
4268,6.86,Foggy,Low,Evening,Bike,7,3,32.1
4269,6.59,Windy,Low,Evening,Car,17,2,39.1
4270,4.48,Clear,Low,Night,Bike,14,1,28.1
4271,4.34,Windy,Medium,Morning,Car,15,3,35.3
4272,5.06,Rainy,Low,Afternoon,Scooter,14,1,33.0
4273,6.25,Rainy,High,Afternoon,Bike,20,3,60.0
4274,7.65,Foggy,Medium,Afternoon,Bike,24,2,62.3
4275,7.48,Foggy,Low,Evening,Scooter,26,2,49.7
4276,5.22,Snowy,High,Morning,Scooter,26,2,67.7
4277,5.46,Clear,Low,Afternoon,Bike,7,2,23.6
4278,5.24,Rainy,High,Afternoon,Car,23,2,54.9
4279,6.12,Clear,Medium,Afternoon,Scooter,29,1,51.1
