Order_ID,Distance_km,Weather,Traffic_Level,Time_of_Day,Vehicle_Type,Preparation_Time_min,Courier_Experience_yrs,Delivery_Time_min
2405,1.42,Windy,Medium,Morning,Scooter,25,0.0,40.9
2406,3.62,Snowy,Medium,Night,Bike,20,0.0,49.2
2407,2.02,Clear,Low,Evening,Bike,20,0.0,34.3
2408,3.41,Snowy,Low,Afternoon,Car,13,0.0,31.9
2409,2.38,Clear,Low,Afternoon,Scooter,26,1.0,33.8
2410,1.65,Windy,Medium,Evening,Bike,10,0.0,26.5
2411,1.0,Rainy,Low,Morning,Scooter,24,1.0,40.6
2412,0.81,Rainy,Medium,Morning,Bike,16,0.0,41.9
2413,3.2,Clear,Medium,Evening,Bike,10,1.0,30.1
2414,3.54,Snowy,Low,Night,Bike,9,1.0,29.3
2415,1.36,Clear,Medium,Morning,Scooter,32,1.0,46.6
2416,2.03,Clear,High,Afternoon,Bike,19,1.0,41.4
2417,1.22,Clear,Low,Afternoon,Scooter,17,1.0,17.8
2418,1.88,Foggy,Medium,Afternoon,Bike,28,0.0,49.3
2419,3.49,Clear,Medium,Morning,Bike,17,0.0,41.2
2420,0.64,Windy,Low,Night,Bike,25,1.0,37.4
2421,1.24,Rainy,Medium,Evening,Bike,26,1.0,50.8
2422,2.81,Clear,Medium,Evening,Car,23,0.0,33.1
2423,1.31,Clear,Low,Afternoon,Scooter,10,0.0,15.6
2424,0.42,Clear,Medium,Morning,Bike,30,1.0,41.3
2425,1.56,Rainy,Low,Afternoon,Bike,20,0.0,33.9
2426,2.74,Snowy,Low,Afternoon,Bike,16,0.0,34.0
2427,3.94,Clear,Medium,Afternoon,Car,23,1.0,38.5
2428,3.58,Snowy,Low,Afternoon,Scooter,10,1.0,26.0
2429,2.29,Clear,Low,Evening,Car,12,1.0,23.4
2430,3.13,Foggy,Low,Morning,Bike,21,1.0,38.8
2431,2.33,Windy,Medium,Morning,Scooter,20,1.0,33.5
2432,2.03,Foggy,Low,Afternoon,Scooter,18,1.0,27.8
2433,0.77,Foggy,Medium,Afternoon,Scooter,21,1.0,31.1
2434,1.24,Snowy,Low,Afternoon,Bike,30,1.0,52.1
2435,1.86,Clear,Medium,Evening,Bike,11,0.0,29.1
2436,3.94,Clear,High,Evening,Bike,15,1.0,48.5
2437,2.47,Clear,Medium,Afternoon,Car,14,0.0,24.5
2438,3.79,Rainy,High,Afternoon,Bike,29,1.0,62.8
2439,1.11,Foggy,High,Evening,Scooter,12,0.0,35.9
2440,0.37,Rainy,Low,Morning,Car,16,1.0,34.3
2441,3.92,Snowy,Medium,Afternoon,Scooter,27,0.0,50.2
2442,1.39,Clear,Medium,Afternoon,Bike,21,0.0,26.9
2443,2.19,Foggy,High,Evening,Bike,8,0.0,40.6
2444,0.38,Clear,Low,Evening,Scooter,30,1.0,33.2
2445,3.46,Clear,Low,Morning,Car,9,0.0,21.2
2446,0.1,Foggy,Medium,Evening,Car,18,1.0,32.4
2447,3.63,Windy,High,Morning,Bike,14,0.0,45.4
2448,0.74,Rainy,Medium,Morning,Car,20,0.0,37.4
2449,0.82,Clear,Medium,Afternoon,Bike,14,0.0,29.0
2450,3.32,Rainy,Medium,Evening,Scooter,25,0.0,50.2
2451,1.61,Clear,Low,Afternoon,Bike,19,1.0,27.5
2452,1.1,Snowy,High,Evening,Bike,15,0.0,47.9
2453,2.43,Foggy,Low,Morning,Scooter,26,1.0,46.6
2454,1.09,Clear,Medium,Evening,Bike,23,0.0,45.3
2455,1.22,Clear,Medium,Morning,Car,18,0.0,26.3
2456,0.28,Clear,Low,Afternoon,Bike,18,1.0,24.0
2457,2.2,Windy,Low,Afternoon,Car,17,1.0,21.8
2458,0.6,Clear,Medium,Afternoon,Bike,18,1.0,27.0
2459,3.36,Foggy,Medium,Afternoon,Bike,26,0.0,40.8
2460,3.03,Rainy,Low,Afternoon,Bike,10,0.0,28.7
2461,1.21,Rainy,High,Afternoon,Scooter,16,1.0,38.3
2462,2.18,Clear,Low,Evening,Car,23,0.0,35.9
2463,2.35,Windy,Medium,Afternoon,Bike,30,0.0,53.3
2464,2.7,Clear,Low,Evening,Bike,12,0.0,29.4
2465,1.73,Rainy,Medium,Morning,Bike,9,1.0,37.4
2466,2.64,Foggy,High,Afternoon,Scooter,24,1.0,50.8
2467,0.76,Rainy,Medium,Afternoon,Scooter,31,1.0,48.5
2468,1.94,Windy,Medium,Morning,Car,22,1.0,42.8
2469,0.47,Clear,Low,Night,Bike,19,1.0,21.6
2470,3.77,Rainy,Medium,Morning,Bike,13,0.0,42.8
2471,1.67,Clear,Medium,Afternoon,Bike,30,0.0,43.8
2472,2.51,Clear,Low,Night,Car,22,0.0,25.9
2473,2.01,Clear,Low,Morning,Scooter,21,0.0,31.0
2474,0.2,Clear,High,Night,Bike,27,1.0,49.7
2475,0.34,Clear,Medium,Afternoon,Scooter,26,1.0,36.8
2476,1.13,Clear,Medium,Afternoon,Scooter,10,1.0,23.6
2477,2.73,Clear,Low,Night,Bike,7,0.0,18.8
2478,2.6,Rainy,Low,Afternoon,Bike,13,0.0,31.4
2479,0.83,Rainy,Medium,Evening,Scooter,28,1.0,50.0
2480,2.01,Clear,High,Afternoon,Scooter,18,1.0,37.1
2481,1.53,Clear,High,Evening,Bike,20,1.0,46.1
2482,2.32,Clear,Medium,Evening,Bike,15,0.0,43.1
2483,1.41,Rainy,Low,Morning,Bike,16,1.0,37.3
2484,3.6,Clear,Low,Evening,Scooter,14,1.0,25.0
2485,1.94,Clear,Medium,Afternoon,Bike,29,1.0,42.6
2486,1.76,Clear,Low,Night,Bike,16,1.0,27.8
2487,2.84,Clear,Medium,Night,Bike,25,0.0,45.5
2488,3.14,Clear,Medium,Morning,Car,12,0.0,31.8
2489,1.81,Rainy,High,Evening,Bike,15,1.0,48.9
2490,0.52,Rainy,Low,Evening,Bike,12,1.0,26.4
2491,0.43,Foggy,Medium,Morning,Bike,14,0.0,40.6
2492,1.37,Rainy,Low,Evening,Scooter,21,1.0,40.4
2493,2.96,Rainy,High,Evening,Car,12,1.0,39.8
2494,2.65,Clear,Low,Night,Car,18,0.0,24.9
2495,1.22,Foggy,High,Morning,Bike,6,1.0,35.6
2496,0.12,Rainy,High,Afternoon,Bike,32,1.0,55.5
2497,2.61,Clear,Medium,Afternoon,Bike,8,1.0,21.7
2498,2.3,Rainy,Low,Afternoon,Scooter,23,0.0,38.8
2499,3.11,Clear,Low,Morning,Scooter,26,1.0,33.8
2500,2.78,Rainy,Low,Morning,Bike,33,0.0,54.3
2501,1.06,Foggy,Medium,Night,Scooter,21,1.0,40.9
2502,2.96,Snowy,Medium,Morning,Bike,20,1.0,53.2
2503,2.0,Windy,Medium,Morning,Scooter,19,0.0,39.5
2504,2.34,Rainy,Low,Night,Bike,23,1.0,39.7
2505,1.49,Rainy,Low,Afternoon,Bike,26,1.0,37.0
2506,3.18,Foggy,Low,Afternoon,Bike,18,0.0,37.2
2507,0.86,Clear,Low,Morning,Bike,22,1.0,34.8
2508,0.9,Snowy,Medium,Evening,Bike,30,1.0,59.8
2509,1.03,Rainy,Medium,Afternoon,Scooter,11,0.0,27.1
2510,3.18,Clear,Low,Evening,Scooter,19,1.0,30.2
2511,2.94,Clear,Low,Morning,Scooter,9,0.0,23.2
2512,1.15,Snowy,Low,Morning,Bike,17,1.0,35.2
2513,0.66,Clear,Medium,Afternoon,Car,22,1.0,31.3
2514,0.21,Clear,Low,Morning,Car,16,0.0,20.0
2515,2.77,Clear,High,Afternoon,Scooter,10,0.0,31.0
2516,2.2,Clear,Medium,Morning,Scooter,25,1.0,48.2
2517,2.84,Clear,Medium,Morning,Scooter,14,1.0,30.8
2518,2.86,Foggy,Low,Night,Scooter,18,1.0,31.1
2519,3.39,Clear,Low,Night,Bike,12,0.0,25.5
2520,1.72,Snowy,High,Afternoon,Scooter,32,1.0,53.2
2521,3.33,Snowy,High,Night,Bike,16,1.0,52.6
2522,1.8,Clear,Low,Morning,Car,25,0.0,25.9
2523,2.86,Clear,Medium,Evening,Scooter,16,0.0,36.6
2524,2.25,Rainy,Low,Morning,Car,15,1.0,28.3
2525,3.69,Clear,High,Evening,Bike,13,0.0,40.9
2526,1.54,Clear,Low,Afternoon,Scooter,16,0.0,21.3
2527,2.79,Windy,High,Afternoon,Scooter,26,0.0,45.2
2528,2.43,Windy,Low,Morning,Car,21,1.0,32.4
2529,3.99,Foggy,Medium,Evening,Car,9,1.0,28.9
2530,0.4,Clear,Low,Night,Bike,18,0.0,21.0
2531,2.43,Rainy,Low,Evening,Car,18,1.0,33.1
2532,1.01,Foggy,Medium,Morning,Car,21,1.0,41.3
2533,3.55,Clear,Medium,Evening,Car,23,0.0,43.0
2534,3.2,Rainy,Low,Evening,Scooter,19,1.0,36.8
2535,2.68,Clear,Medium,Evening,Car,26,1.0,40.8
2536,1.97,Clear,Medium,Evening,Bike,20,1.0,38.1
2537,2.76,Rainy,Low,Evening,Bike,15,0.0,34.5
2538,2.26,Clear,Low,Evening,Bike,16,0.0,27.8
2539,1.22,Clear,Low,Evening,Scooter,26,0.0,35.5
2540,3.3,Snowy,High,Morning,Car,14,1.0,44.5
2541,2.1,Windy,High,Morning,Scooter,12,1.0,36.8
2542,1.1,Rainy,Low,Evening,Bike,23,0.0,39.4
2543,2.69,Snowy,Medium,Afternoon,Scooter,16,0.0,42.3
2544,0.17,Windy,Low,Afternoon,Scooter,13,0.0,20.3
2545,2.91,Clear,Medium,Morning,Bike,25,0.0,52.1
2546,1.93,Clear,High,Evening,Scooter,12,1.0,37.7
2547,2.57,Clear,Low,Evening,Scooter,22,1.0,30.3
2548,0.71,Clear,Medium,Evening,Scooter,15,1.0,25.4
2549,2.9,Foggy,Low,Afternoon,Scooter,22,0.0,36.4
2550,2.92,Clear,Low,Night,Bike,23,1.0,32.2
2551,2.99,Clear,High,Morning,Bike,12,0.0,41.3
2552,1.92,Clear,Medium,Evening,Scooter,25,0.0,40.2
2553,2.6,Clear,High,Evening,Car,20,0.0,44.5
2554,2.24,Windy,Medium,Evening,Bike,26,1.0,52.2
2555,1.01,Clear,Low,Morning,Car,8,1.0,12.7
2556,0.19,Clear,High,Afternoon,Scooter,23,0.0,31.9
2557,1.71,Clear,Medium,Morning,Bike,32,0.0,54.8
2558,3.28,Rainy,Medium,Afternoon,Bike,22,0.0,46.4
2559,1.36,Rainy,High,Afternoon,Bike,28,0.0,55.9
2560,3.02,Rainy,High,Evening,Bike,16,1.0,50.6
2561,2.59,Clear,Medium,Night,Bike,22,0.0,40.9
2562,1.48,Clear,Low,Afternoon,Scooter,19,1.0,21.8
2563,0.1,Snowy,High,Evening,Scooter,15,0.0,39.9
2564,1.78,Rainy,Medium,Night,Scooter,20,0.0,39.4
2565,1.63,Rainy,Low,Afternoon,Bike,15,1.0,33.5
2566,0.64,Rainy,Low,Morning,Bike,29,0.0,47.0
2567,3.29,Foggy,Medium,Evening,Car,24,1.0,45.3
2568,3.83,Clear,High,Evening,Car,26,0.0,46.9
2569,0.57,Clear,Medium,Afternoon,Scooter,20,1.0,30.2
2570,1.0,Rainy,High,Night,Bike,25,0.0,54.0
2571,2.57,Clear,Low,Evening,Car,16,1.0,24.7
2572,3.81,Snowy,Low,Morning,Car,21,1.0,39.9
2573,3.74,Clear,Low,Evening,Bike,15,0.0,33.5
2574,3.73,Foggy,Medium,Afternoon,Bike,19,0.0,44.7
2575,1.82,Snowy,High,Evening,Bike,10,1.0,45.3
2576,3.95,Rainy,Low,Morning,Scooter,24,0.0,42.4
2577,1.52,Windy,Low,Morning,Scooter,16,1.0,28.5
2578,0.44,Rainy,Low,Afternoon,Bike,32,0.0,46.5
2579,2.85,Snowy,Medium,Morning,Bike,26,1.0,58.9
2580,2.27,Clear,Medium,Evening,Bike,20,1.0,40.0
2581,3.22,Rainy,Low,Morning,Scooter,14,1.0,37.3
2582,2.52,Rainy,Low,Evening,Scooter,20,0.0,38.5
2583,3.3,Clear,Low,Morning,Bike,23,1.0,43.8
2584,1.44,Clear,Low,Morning,Scooter,17,0.0,26.8
2585,1.22,Windy,Low,Afternoon,Car,19,0.0,21.2
2586,3.05,Rainy,Low,Morning,Bike,26,1.0,51.6
2587,2.04,Clear,Low,Morning,Scooter,11,1.0,19.8
2588,0.8,Clear,High,Evening,Bike,18,1.0,39.8
2589,1.56,Clear,Medium,Morning,Bike,26,0.0,48.5
2590,3.22,Clear,Low,Morning,Car,16,0.0,23.3
2591,3.7,Windy,Medium,Evening,Car,27,0.0,42.9
2592,3.07,Clear,High,Evening,Bike,19,1.0,46.5
2593,2.9,Clear,Low,Evening,Bike,16,0.0,33.3
2594,3.27,Rainy,Low,Night,Bike,33,1.0,55.2
2595,0.88,Clear,High,Evening,Scooter,12,0.0,32.4
2596,2.36,Clear,Low,Evening,Bike,15,1.0,22.8
2597,2.42,Foggy,Medium,Night,Bike,13,1.0,31.8
2598,3.79,Rainy,Low,Evening,Bike,32,0.0,53.6
2599,0.16,Windy,Medium,Afternoon,Scooter,12,0.0,17.7
2600,3.89,Rainy,High,Evening,Car,11,0.0,42.0
2601,2.93,Clear,Low,Afternoon,Bike,14,1.0,27.4
2602,0.19,Foggy,Low,Night,Scooter,20,0.0,30.3
2603,2.12,Windy,High,Morning,Car,14,0.0,39.2
2604,0.37,Foggy,Low,Afternoon,Bike,15,0.0,25.1
2605,2.45,Windy,Low,Evening,Car,18,0.0,33.6
2606,1.86,Foggy,Medium,Evening,Scooter,20,0.0,40.5
2607,3.11,Snowy,Medium,Evening,Scooter,19,0.0,48.0
2608,2.36,Clear,High,Morning,Scooter,20,0.0,41.2
2609,3.17,Foggy,High,Morning,Bike,21,0.0,54.2
2610,1.54,Clear,Low,Night,Bike,26,0.0,34.1
2611,3.44,Rainy,Medium,Afternoon,Bike,21,1.0,42.8
2612,3.48,Rainy,Medium,Afternoon,Scooter,22,0.0,46.6
2613,2.66,Windy,High,Morning,Car,16,1.0,40.8
2614,1.13,Windy,Medium,Morning,Bike,29,0.0,52.9
2615,3.97,Clear,Low,Evening,Bike,24,0.0,40.6
2616,3.29,Foggy,Medium,Morning,Bike,19,0.0,49.4
2617,3.42,Foggy,Medium,Evening,Car,17,1.0,34.2
2618,0.15,Clear,Low,Night,Bike,7,1.0,14.4
2619,3.32,Clear,High,Afternoon,Car,32,0.0,53.3
2620,0.95,Clear,Low,Evening,Bike,12,1.0,20.4
2621,2.08,Foggy,Low,Evening,Bike,18,1.0,40.3
2622,2.85,Rainy,Low,Evening,Bike,15,1.0,42.3
2623,1.7,Windy,High,Evening,Bike,15,1.0,41.4
2624,1.05,Clear,Low,Afternoon,Bike,16,0.0,28.7
2625,2.05,Windy,Low,Evening,Car,19,1.0,24.8
2626,1.27,Clear,Low,Morning,Scooter,7,0.0,15.4
2627,2.5,Foggy,Medium,Morning,Bike,12,1.0,30.1
2628,0.53,Clear,Medium,Night,Scooter,20,0.0,32.0
2629,1.69,Rainy,High,Afternoon,Bike,22,1.0,45.5
2630,2.41,Snowy,Low,Night,Scooter,21,1.0,31.8
2631,3.96,Windy,Medium,Evening,Scooter,33,0.0,57.5
2632,2.03,Snowy,Medium,Evening,Car,9,0.0,36.6
2633,1.76,Clear,High,Evening,Scooter,18,0.0,38.7
2634,3.96,Clear,Low,Afternoon,Bike,16,1.0,30.5
2635,3.71,Clear,Low,Morning,Bike,13,1.0,35.8
2636,2.72,Clear,Medium,Afternoon,Bike,27,1.0,41.5
2637,2.22,Rainy,High,Morning,Bike,12,1.0,42.3
2638,1.16,Foggy,High,Morning,Bike,18,0.0,50.8
2639,2.53,Foggy,Low,Morning,Bike,13,1.0,33.6
2640,3.35,Snowy,Medium,Evening,Car,17,0.0,48.6
2641,3.93,Foggy,Low,Afternoon,Car,24,1.0,33.2
2642,0.77,Foggy,High,Night,Bike,22,1.0,40.7
2643,1.17,Clear,Low,Afternoon,Car,22,1.0,19.7
2644,3.55,Clear,High,Evening,Scooter,13,1.0,40.3
2645,3.46,Rainy,Low,Afternoon,Bike,8,0.0,32.2
2646,2.89,Snowy,Medium,Morning,Car,22,1.0,51.0
2647,0.5,Clear,Low,Afternoon,Car,11,0.0,13.8
2648,2.85,Rainy,High,Afternoon,Scooter,16,0.0,47.0
2649,1.93,Rainy,Medium,Evening,Scooter,25,0.0,46.4
2650,1.55,Clear,Medium,Morning,Bike,16,0.0,29.5
2651,1.08,Clear,Low,Morning,Scooter,17,1.0,19.9
2652,1.34,Snowy,Low,Evening,Scooter,30,1.0,44.0
2653,2.19,Rainy,High,Night,Scooter,28,1.0,47.4
2654,0.73,Clear,Medium,Afternoon,Bike,10,0.0,19.5
2655,2.09,Snowy,Medium,Evening,Scooter,26,1.0,49.2
2656,0.29,Clear,Medium,Evening,Car,18,1.0,29.9
2657,1.7,Snowy,Low,Afternoon,Car,24,0.0,38.6
2658,3.84,Clear,Low,Evening,Bike,15,0.0,38.0
2659,2.98,Rainy,Low,Morning,Bike,30,1.0,49.2
2660,0.37,Clear,Low,Afternoon,Bike,24,0.0,31.9
2661,2.78,Clear,Medium,Evening,Scooter,17,0.0,39.1
2662,0.86,Snowy,Low,Evening,Bike,15,0.0,35.4
2663,1.95,Clear,High,Evening,Car,13,1.0,31.4
2664,1.25,Clear,Low,Morning,Scooter,14,1.0,26.3
2665,3.74,Clear,Medium,Night,Bike,17,1.0,35.6
2666,0.31,Foggy,Low,Afternoon,Scooter,15,0.0,27.0
2667,3.54,Snowy,Medium,Night,Bike,20,0.0,45.3
2668,2.84,Windy,Medium,Night,Bike,20,0.0,46.1
2669,1.51,Clear,Medium,Morning,Bike,13,1.0,35.5
2670,3.53,Clear,Medium,Evening,Scooter,14,0.0,30.9
2671,1.68,Clear,Medium,Afternoon,Car,9,1.0,17.2
2672,2.82,Rainy,Low,Morning,Bike,16,1.0,34.9
2673,3.17,Windy,Medium,Night,Scooter,17,1.0,32.9
2674,1.22,Foggy,Low,Morning,Bike,11,0.0,24.0
2675,0.38,Rainy,High,Evening,Bike,10,0.0,34.5
2676,3.49,Clear,Low,Afternoon,Scooter,14,1.0,19.3
2677,1.0,Windy,Low,Night,Car,18,0.0,26.3
2678,3.73,Rainy,Low,Afternoon,Car,32,1.0,41.0
2679,1.33,Clear,Medium,Evening,Scooter,28,1.0,46.4
2680,1.72,Clear,Low,Morning,Bike,16,0.0,32.5
2681,1.78,Clear,Low,Evening,Bike,19,0.0,36.9
2682,1.92,Clear,High,Afternoon,Bike,19,1.0,41.7
2683,3.85,Clear,High,Evening,Car,15,1.0,43.8
2684,1.06,Clear,High,Afternoon,Scooter,26,0.0,38.0
2685,2.47,Rainy,Low,Morning,Bike,14,1.0,39.9
2686,1.25,Clear,Low,Evening,Bike,16,1.0,37.3
2687,0.61,Clear,High,Night,Bike,28,1.0,46.0
2688,1.23,Windy,High,Evening,Scooter,15,0.0,38.5
2689,2.25,Foggy,Low,Afternoon,Bike,18,1.0,30.6
2690,2.47,Rainy,High,Evening,Car,26,1.0,54.0
2691,1.13,Clear,High,Night,Bike,15,0.0,36.0
2692,3.95,Snowy,Low,Morning,Car,30,1.0,45.0
2693,1.51,Clear,Medium,Morning,Bike,13,1.0,33.6
2694,3.34,Clear,Medium,Afternoon,Bike,21,0.0,43.7
2695,0.24,Windy,Low,Afternoon,Bike,9,1.0,15.3
2696,2.81,Rainy,Medium,Evening,Bike,18,0.0,45.9
2697,1.28,Foggy,Low,Evening,Car,12,0.0,26.4
2698,2.19,Rainy,Low,Evening,Car,20,0.0,33.0
2699,3.36,Rainy,High,Night,Bike,20,1.0,54.0
2700,2.93,Clear,High,Afternoon,Scooter,16,0.0,37.3
2701,1.5,Clear,Low,Night,Scooter,28,1.0,39.7
2702,2.96,Clear,Low,Night,Scooter,27,1.0,34.5
2703,1.71,Clear,Medium,Evening,Bike,22,0.0,40.2
2704,0.35,Snowy,Low,Evening,Bike,22,1.0,42.9
2705,2.7,Clear,Medium,Afternoon,Bike,10,1.0,27.7
2706,3.75,Rainy,Low,Afternoon,Car,15,0.0,35.1
2707,0.43,Foggy,High,Afternoon,Bike,13,1.0,41.1
2708,2.78,Foggy,Low,Morning,Scooter,16,0.0,30.9
2709,3.37,Clear,Low,Night,Car,11,0.0,17.8
2710,2.43,Clear,Low,Afternoon,Bike,15,1.0,23.7
2711,1.99,Windy,High,Afternoon,Bike,19,1.0,41.2
2712,1.03,Rainy,Low,Evening,Bike,12,0.0,21.5
2713,0.86,Snowy,Low,Evening,Scooter,11,0.0,34.0
2714,1.65,Windy,Medium,Afternoon,Bike,22,1.0,38.0
2715,2.6,Foggy,Low,Afternoon,Bike,14,1.0,28.8
2716,1.33,Clear,Medium,Morning,Bike,17,0.0,44.2
2717,2.0,Rainy,Low,Evening,Scooter,25,0.0,40.5
2718,2.44,Clear,Low,Afternoon,Scooter,16,1.0,22.2
2719,0.92,Rainy,Medium,Night,Bike,10,1.0,31.2
2720,2.99,Windy,Low,Morning,Scooter,24,1.0,40.0
2721,2.55,Rainy,Medium,Morning,Bike,22,1.0,48.2
2722,2.41,Clear,Medium,Evening,Bike,20,0.0,44.7
2723,1.96,Clear,Medium,Morning,Bike,18,1.0,38.2
2724,1.52,Windy,Medium,Morning,Scooter,23,1.0,41.1
2725,2.24,Clear,High,Evening,Scooter,15,0.0,35.9
2726,3.09,Clear,High,Afternoon,Bike,15,0.0,39.4
2727,2.85,Clear,Low,Evening,Bike,20,1.0,38.6
2728,2.98,Clear,Low,Evening,Bike,12,0.0,31.5
2729,0.92,Clear,Low,Night,Bike,20,0.0,26.7
2730,3.14,Rainy,High,Evening,Bike,26,1.0,59.0
2731,1.41,Clear,Low,Afternoon,Bike,18,0.0,29.7
2732,1.01,Clear,Medium,Morning,Bike,10,1.0,28.5
2733,0.57,Clear,Low,Afternoon,Bike,21,0.0,30.9
2734,3.34,Clear,High,Afternoon,Bike,26,1.0,47.8
2735,2.53,Clear,Medium,Morning,Bike,13,1.0,33.9
2736,3.38,Foggy,Low,Afternoon,Scooter,20,1.0,36.5
2737,2.29,Clear,Medium,Afternoon,Bike,13,1.0,27.3
2738,3.46,Clear,Medium,Evening,Scooter,25,0.0,50.3
2739,2.27,Clear,Low,Afternoon,Bike,14,0.0,29.9
2740,2.62,Clear,Medium,Morning,Bike,20,0.0,41.2
2741,0.32,Clear,High,Evening,Bike,19,0.0,41.1
2742,2.71,Clear,Low,Night,Bike,16,0.0,28.9
2743,2.43,Snowy,Medium,Morning,Scooter,27,0.0,54.9
2744,1.04,Clear,High,Morning,Bike,27,0.0,54.9
2745,0.54,Rainy,Low,Morning,Bike,15,0.0,30.5
2746,1.45,Rainy,Low,Night,Bike,15,0.0,28.6
2747,0.33,Clear,Low,Morning,Bike,21,0.0,32.5
2748,2.44,Clear,High,Morning,Car,14,1.0,36.3
2749,2.23,Foggy,Low,Afternoon,Car,15,1.0,24.2
2750,3.68,Snowy,Medium,Afternoon,Bike,7,0.0,39.8
2751,2.12,Clear,Medium,Evening,Bike,10,1.0,34.2
2752,2.95,Clear,Medium,Night,Bike,21,0.0,41.7
2753,2.69,Clear,Low,Morning,Bike,15,0.0,32.0
2754,2.83,Clear,Medium,Afternoon,Bike,10,1.0,27.0
2755,1.32,Rainy,Low,Evening,Bike,29,1.0,48.5
2756,1.72,Clear,Low,Evening,Bike,14,1.0,23.1
2757,0.57,Clear,High,Afternoon,Bike,13,1.0,28.1
2758,2.64,Windy,Low,Evening,Bike,18,1.0,40.0
2759,1.28,Clear,High,Morning,Scooter,25,1.0,50.5
2760,2.24,Clear,High,Morning,Car,26,1.0,42.2
2761,3.69,Foggy,Medium,Morning,Bike,15,0.0,45.8
2762,2.76,Clear,Low,Afternoon,Scooter,23,0.0,26.5
2763,1.14,Clear,Medium,Morning,Bike,18,0.0,41.5
2764,2.11,Clear,High,Afternoon,Bike,19,0.0,41.6
2765,2.45,Windy,Low,Morning,Scooter,17,1.0,38.3
2766,3.42,Clear,Medium,Night,Bike,12,1.0,29.0
2767,3.2,Clear,Medium,Afternoon,Car,25,0.0,36.5
2768,1.33,Clear,Low,Morning,Car,18,1.0,25.5
2769,3.69,Clear,High,Morning,Bike,16,1.0,48.2
2770,0.67,Rainy,Low,Afternoon,Bike,21,1.0,37.3
2771,1.18,Clear,Medium,Morning,Bike,16,1.0,36.9
2772,0.23,Rainy,Medium,Morning,Car,25,1.0,41.2
2773,1.31,Rainy,Low,Afternoon,Bike,11,1.0,29.2
2774,1.71,Snowy,Low,Afternoon,Scooter,8,0.0,30.4
2775,1.04,Clear,Medium,Afternoon,Bike,19,1.0,35.1
2776,0.15,Snowy,Medium,Afternoon,Scooter,14,0.0,29.9
2777,0.14,Rainy,High,Evening,Bike,11,1.0,41.0
2778,3.7,Clear,Low,Afternoon,Car,8,1.0,10.0
2779,2.97,Foggy,Low,Evening,Scooter,23,1.0,42.0
2780,2.82,Snowy,Low,Afternoon,Bike,30,1.0,46.6
2781,3.16,Clear,Low,Afternoon,Bike,20,1.0,34.5
2782,2.81,Windy,Low,Evening,Bike,23,0.0,42.1
2783,0.34,Clear,Medium,Night,Scooter,25,1.0,36.2
2784,3.71,Rainy,Medium,Evening,Car,24,1.0,48.7
2785,1.77,Windy,High,Evening,Bike,15,1.0,47.5
2786,1.87,Clear,High,Evening,Car,6,1.0,27.2
2787,3.56,Snowy,Low,Morning,Bike,20,0.0,51.1
2788,0.9,Clear,Medium,Evening,Car,29,0.0,39.8
2789,1.32,Foggy,Medium,Night,Car,27,1.0,39.0
2790,3.43,Rainy,Medium,Evening,Scooter,6,0.0,28.4
2791,2.13,Clear,High,Afternoon,Car,27,0.0,40.3
2792,1.74,Clear,High,Evening,Bike,7,0.0,33.1
2793,3.82,Clear,Low,Afternoon,Scooter,18,1.0,28.0
2794,3.57,Clear,High,Afternoon,Bike,26,0.0,53.1
2795,3.56,Clear,Medium,Morning,Bike,16,0.0,37.8
2796,0.93,Clear,Low,Evening,Scooter,21,1.0,29.0
2797,3.39,Clear,Medium,Afternoon,Car,13,1.0,29.9
2798,2.66,Clear,Medium,Morning,Car,31,1.0,47.6
2799,2.8,Foggy,High,Evening,Scooter,9,0.0,38.3
2800,0.29,Foggy,High,Evening,Car,20,0.0,42.5
2801,2.27,Foggy,Medium,Morning,Scooter,8,0.0,33.7
2802,0.95,Clear,Medium,Night,Scooter,9,1.0,19.0
2803,3.72,Snowy,Low,Night,Bike,14,1.0,36.0
2804,2.29,Rainy,Medium,Afternoon,Bike,7,0.0,29.5
2805,2.51,Clear,Low,Morning,Bike,13,0.0,26.9
2806,1.05,Clear,Low,Night,Scooter,12,1.0,14.0
2807,1.74,Rainy,Medium,Afternoon,Scooter,28,0.0,49.2
2808,2.16,Clear,Medium,Night,Car,9,1.0,24.3
2809,3.27,Rainy,Medium,Morning,Car,20,0.0,43.0
2810,2.49,Windy,High,Morning,Scooter,21,1.0,44.2
2811,0.54,Clear,Medium,Afternoon,Scooter,25,1.0,29.8
2812,1.86,Clear,Low,Afternoon,Scooter,16,0.0,27.3
2813,1.25,Windy,Medium,Morning,Scooter,12,0.0,32.6
2814,2.2,Rainy,Low,Morning,Bike,11,1.0,30.2
2815,1.93,Clear,Medium,Evening,Car,12,0.0,26.7
2816,0.19,Snowy,Medium,Night,Car,18,1.0,38.0
2817,0.91,Snowy,Low,Afternoon,Scooter,19,1.0,32.2
2818,2.67,Rainy,Low,Night,Bike,24,1.0,44.9
2819,2.22,Rainy,Medium,Afternoon,Bike,24,1.0,46.8
2820,0.31,Clear,Medium,Afternoon,Car,25,1.0,30.2
2821,2.43,Clear,High,Evening,Car,12,0.0,25.4
2822,2.06,Rainy,Medium,Morning,Car,23,1.0,42.7
2823,0.69,Clear,Medium,Afternoon,Scooter,10,1.0,17.3
2824,0.11,Rainy,Low,Evening,Scooter,27,0.0,41.8
